timestep,imu0_w,imu0_x,imu0_y,imu0_z,imu1_w,imu1_x,imu1_y,imu1_z,imu2_w,imu2_x,imu2_y,imu2_z,imu3_w,imu3_x,imu3_y,imu3_z,imu4_w,imu4_x,imu4_y,imu4_z,imu5_w,imu5_x,imu5_y,imu5_z
0,0.548155,0.562761,0.127961,-0.605346,0.804343,-0.570594,0.067235,0.151383,0.457721,-0.778753,0.306732,-0.29989,0.476228,-0.622782,0.124864,0.608064,0.415884,-0.699304,0.110283,0.57082,0.770656,-0.532886,-0.191034,0.292593
1,0.548148,0.563301,0.127817,-0.604881,0.804178,-0.571209,0.067216,0.149945,0.45832,-0.778487,0.306301,-0.300107,0.476647,-0.623036,0.125829,0.607276,0.41624,-0.699707,0.111516,0.569826,0.770803,-0.533308,-0.190172,0.291999
2,0.548202,0.563734,0.127676,-0.604458,0.804041,-0.571734,0.067319,0.148627,0.458826,-0.778256,0.306072,-0.300167,0.477019,-0.623214,0.126611,0.606638,0.416587,-0.700038,0.112551,0.568963,0.770957,-0.533635,-0.189467,0.291452
3,0.54836,0.563969,0.127483,-0.604135,0.803952,-0.572112,0.067679,0.147486,0.459122,-0.778093,0.306221,-0.299982,0.477331,-0.623247,0.127248,0.606226,0.416937,-0.700134,0.113435,0.568412,0.771202,-0.533724,-0.1888,0.291075
4,0.548531,0.564049,0.127225,-0.60396,0.803898,-0.572349,0.068262,0.146587,0.459119,-0.778016,0.30673,-0.299668,0.477604,-0.623139,0.127931,0.605978,0.417298,-0.699981,0.114293,0.568163,0.771524,-0.533599,-0.188107,0.2909
5,0.548524,0.563892,0.127019,-0.604156,0.803823,-0.572458,0.068933,0.146261,0.459311,-0.778113,0.30704,-0.298803,0.477587,-0.622853,0.128455,0.606175,0.417313,-0.69975,0.114867,0.568321,0.771778,-0.533233,-0.187564,0.291246
6,0.548457,0.563564,0.126984,-0.60453,0.803777,-0.572415,0.069525,0.146403,0.45929,-0.778292,0.307581,-0.29781,0.477417,-0.622496,0.12867,0.60663,0.417028,-0.699629,0.114893,0.568674,0.771826,-0.53289,-0.187474,0.291804
7,0.548542,0.562978,0.127288,-0.604935,0.803886,-0.572124,0.070066,0.146682,0.459903,-0.778194,0.308011,-0.296674,0.477395,-0.621995,0.128394,0.607218,0.416888,-0.699326,0.11451,0.569227,0.771933,-0.532287,-0.187868,0.292366
8,0.548408,0.562261,0.127519,-0.605675,0.803974,-0.571722,0.070623,0.147501,0.460524,-0.77834,0.308229,-0.295097,0.477187,-0.621554,0.128399,0.607833,0.416382,-0.699041,0.113999,0.570048,0.771936,-0.531595,-0.18825,0.293373
9,0.548377,0.561549,0.128279,-0.606202,0.804287,-0.5711,0.070794,0.148117,0.460448,-0.778772,0.30882,-0.293453,0.477207,-0.621178,0.127896,0.608307,0.416056,-0.69899,0.113008,0.570546,0.771951,-0.530795,-0.189195,0.294171
10,0.548545,0.561014,0.129447,-0.606298,0.804753,-0.570448,0.070593,0.148194,0.460578,-0.778853,0.309406,-0.292415,0.477586,-0.620964,0.127031,0.608409,0.41619,-0.699106,0.11203,0.570499,0.772081,-0.530029,-0.190426,0.294417
11,0.548634,0.560792,0.130426,-0.606212,0.805075,-0.570086,0.070332,0.147961,0.461103,-0.778651,0.309625,-0.291894,0.47792,-0.620992,0.126381,0.608254,0.416369,-0.699478,0.111491,0.570018,0.772212,-0.529563,-0.191272,0.294364
12,0.548682,0.560745,0.131041,-0.606081,0.805348,-0.569835,0.070342,0.147441,0.461896,-0.778327,0.30958,-0.291553,0.478177,-0.621111,0.126106,0.607987,0.416438,-0.699927,0.111329,0.569448,0.772361,-0.529309,-0.191616,0.294205
13,0.548721,0.56074,0.131358,-0.60598,0.805538,-0.569697,0.070565,0.146825,0.462544,-0.778119,0.309515,-0.291149,0.478374,-0.621219,0.126127,0.607717,0.416612,-0.70014,0.111633,0.568998,0.772518,-0.52915,-0.191578,0.294104
14,0.548772,0.560742,0.131496,-0.605903,0.805661,-0.569641,0.070892,0.14621,0.462846,-0.778091,0.309606,-0.290647,0.478548,-0.621301,0.126325,0.607455,0.41679,-0.700225,0.112156,0.568661,0.77271,-0.528973,-0.191271,0.294116
15,0.548757,0.560747,0.131532,-0.605904,0.805681,-0.569702,0.071297,0.145665,0.463116,-0.778113,0.309651,-0.290109,0.478626,-0.621384,0.126618,0.607247,0.416862,-0.70032,0.112697,0.568384,0.772889,-0.528823,-0.19087,0.294178
16,0.548713,0.560681,0.131489,-0.606014,0.805648,-0.569786,0.07182,0.145261,0.463395,-0.778199,0.309675,-0.289405,0.478636,-0.621405,0.126976,0.607144,0.41679,-0.700387,0.113106,0.568272,0.772984,-0.528762,-0.190527,0.294259
17,0.548771,0.560593,0.131401,-0.606062,0.805633,-0.569846,0.072388,0.144821,0.463585,-0.778259,0.309852,-0.288748,0.478747,-0.621376,0.127386,0.607,0.41679,-0.700415,0.113408,0.568178,0.773103,-0.528735,-0.190242,0.29418
18,0.548847,0.560502,0.131326,-0.606094,0.805627,-0.569905,0.072904,0.144363,0.463685,-0.77834,0.310036,-0.288173,0.478879,-0.621342,0.127785,0.606847,0.416911,-0.700408,0.113721,0.568035,0.773278,-0.528716,-0.18988,0.293989
19,0.549022,0.56069,0.130899,-0.605854,0.805555,-0.57017,0.07362,0.143357,0.463538,-0.778333,0.310348,-0.288093,0.479124,-0.621454,0.128569,0.606373,0.417276,-0.700474,0.114594,0.56751,0.773547,-0.528981,-0.189047,0.293338
20,0.549128,0.561028,0.130279,-0.605578,0.805376,-0.570621,0.074408,0.142152,0.463426,-0.778306,0.310481,-0.288203,0.479289,-0.62167,0.129555,0.60581,0.417651,-0.700597,0.115812,0.566834,0.773801,-0.529446,-0.187873,0.292585
21,0.549051,0.561318,0.129677,-0.605509,0.805093,-0.571166,0.075172,0.141163,0.463323,-0.778406,0.310448,-0.288134,0.479236,-0.621895,0.130499,0.605419,0.417692,-0.700776,0.11706,0.566327,0.773906,-0.529908,-0.186661,0.292247
22,0.548959,0.561405,0.1292,-0.605614,0.804848,-0.571587,0.075864,0.140481,0.4632,-0.778647,0.310451,-0.287676,0.479138,-0.62198,0.131297,0.605237,0.417584,-0.700793,0.11797,0.566197,0.773962,-0.530164,-0.18576,0.292208
23,0.548896,0.561399,0.128939,-0.605731,0.804655,-0.571929,0.076327,0.139942,0.46313,-0.778875,0.31045,-0.287172,0.479094,-0.622018,0.131873,0.605108,0.417435,-0.70089,0.118494,0.566078,0.773969,-0.530352,-0.185204,0.292199
24,0.548813,0.561402,0.128881,-0.605816,0.804502,-0.572228,0.076569,0.139473,0.463164,-0.77905,0.310347,-0.286755,0.479073,-0.6221,0.13225,0.604958,0.417285,-0.701162,0.118778,0.565791,0.773933,-0.530574,-0.184918,0.292074
25,0.548705,0.561448,0.128914,-0.605865,0.804374,-0.57251,0.07671,0.138976,0.463259,-0.779166,0.310172,-0.286474,0.479053,-0.622237,0.132541,0.604769,0.417171,-0.701552,0.118998,0.565346,0.773874,-0.53087,-0.184727,0.291813
