timestep,imu0_w,imu0_x,imu0_y,imu0_z,imu1_w,imu1_x,imu1_y,imu1_z,imu2_w,imu2_x,imu2_y,imu2_z,imu3_w,imu3_x,imu3_y,imu3_z,imu4_w,imu4_x,imu4_y,imu4_z,imu5_w,imu5_x,imu5_y,imu5_z
0,0.69366455078125,-0.36004638671875,-0.48992919921875,-0.3861083984375,0.883544921875,0.37255859375,-0.1396484375,-0.2469482421875,0.96685791015625,0.2354736328125,0.04022216796875,-0.08935546875,0.99932861328125,0.003662109375,0.0347900390625,-0.00018310546875,0.98651123046875,-0.1561279296875,0.00567626953125,0.0484619140625,0.8375244140625,-0.53485107421875,0.06988525390625,0.08673095703125
1,0.69366455078125,-0.36004638671875,-0.48992919921875,-0.3861083984375,0.883544921875,0.37255859375,-0.1396484375,-0.2469482421875,0.96685791015625,0.235595703125,0.04034423828125,-0.0892333984375,0.99932861328125,0.003662109375,0.0347900390625,-0.00018310546875,0.98651123046875,-0.1561279296875,0.00567626953125,0.0484619140625,0.8375244140625,-0.53485107421875,0.06988525390625,0.08673095703125
2,0.69366455078125,-0.36004638671875,-0.48992919921875,-0.3861083984375,0.88348388671875,0.372802734375,-0.13958740234375,-0.24676513671875,0.96685791015625,0.235595703125,0.04034423828125,-0.0892333984375,0.99932861328125,0.003662109375,0.0347900390625,-0.00018310546875,0.98651123046875,-0.1561279296875,0.00567626953125,0.0484619140625,0.8375244140625,-0.53485107421875,0.06988525390625,0.08673095703125
3,0.69366455078125,-0.36004638671875,-0.48992919921875,-0.3861083984375,0.88348388671875,0.372802734375,-0.13958740234375,-0.24676513671875,0.96685791015625,0.235595703125,0.04034423828125,-0.0892333984375,0.99932861328125,0.003662109375,0.0347900390625,-0.00018310546875,0.98651123046875,-0.1561279296875,0.00567626953125,0.0484619140625,0.8375244140625,-0.53485107421875,0.06988525390625,0.08673095703125
4,0.69366455078125,-0.36004638671875,-0.48992919921875,-0.3861083984375,0.88348388671875,0.372802734375,-0.13958740234375,-0.24676513671875,0.96685791015625,0.235595703125,0.04034423828125,-0.0892333984375,0.99932861328125,0.0037841796875,0.03472900390625,-0.0001220703125,0.98651123046875,-0.1561279296875,0.00567626953125,0.0484619140625,0.83758544921875,-0.5347900390625,0.0699462890625,0.0867919921875
5,0.69366455078125,-0.36004638671875,-0.489990234375,-0.385986328125,0.883544921875,0.3726806640625,-0.1395263671875,-0.246826171875,0.96685791015625,0.23553466796875,0.0404052734375,-0.08935546875,0.99932861328125,0.00372314453125,0.0347900390625,-0.00018310546875,0.98651123046875,-0.15618896484375,0.00579833984375,0.04840087890625,0.8375244140625,-0.53485107421875,0.07000732421875,0.0867919921875
6,0.69366455078125,-0.36004638671875,-0.489990234375,-0.385986328125,0.883544921875,0.3726806640625,-0.1395263671875,-0.246826171875,0.96685791015625,0.23553466796875,0.0404052734375,-0.08935546875,0.99932861328125,0.00372314453125,0.0347900390625,-0.00018310546875,0.98651123046875,-0.1561279296875,0.0057373046875,0.04840087890625,0.8375244140625,-0.53485107421875,0.07000732421875,0.0867919921875
7,0.69366455078125,-0.36004638671875,-0.489990234375,-0.385986328125,0.883544921875,0.3726806640625,-0.1395263671875,-0.246826171875,0.96685791015625,0.23565673828125,0.04010009765625,-0.08935546875,0.99932861328125,0.00372314453125,0.0347900390625,-0.00018310546875,0.98651123046875,-0.1561279296875,0.0057373046875,0.04840087890625,0.8375244140625,-0.53485107421875,0.07000732421875,0.0867919921875
8,0.69366455078125,-0.36004638671875,-0.489990234375,-0.385986328125,0.8834228515625,0.372802734375,-0.13970947265625,-0.246826171875,0.96685791015625,0.23565673828125,0.04010009765625,-0.08935546875,0.99932861328125,0.00372314453125,0.0347900390625,-0.00018310546875,0.98651123046875,-0.1561279296875,0.0057373046875,0.04840087890625,0.8375244140625,-0.53485107421875,0.07000732421875,0.0867919921875
9,0.69366455078125,-0.36004638671875,-0.489990234375,-0.385986328125,0.8834228515625,0.372802734375,-0.13970947265625,-0.246826171875,0.96685791015625,0.23565673828125,0.04010009765625,-0.08935546875,0.99932861328125,0.00372314453125,0.0347900390625,-0.00018310546875,0.98651123046875,-0.1561279296875,0.0057373046875,0.04840087890625,0.8375244140625,-0.53485107421875,0.07000732421875,0.0867919921875
