gesture,recording_id,timestep,imu0_w,imu0_x,imu0_y,imu0_z,imu1_w,imu1_x,imu1_y,imu1_z,imu2_w,imu2_x,imu2_y,imu2_z,imu3_w,imu3_x,imu3_y,imu3_z,imu4_w,imu4_x,imu4_y,imu4_z,imu5_w,imu5_x,imu5_y,imu5_z
"Gesture3",0,0,0.849121,-0.002502,-0.174683,-0.498413,0.362854,0.147583,-0.040405,-0.919189,0.985107,-0.008667,0.165405,-0.045044,0.996033,0.034119,0.075195,-0.032593,0.976685,-0.118591,0.061279,-0.167847,0.933838,-0.243958,0.184753,-0.184937
"Gesture3",0,1,0.849121,-0.002319,-0.174561,-0.498413,0.362854,0.147644,-0.040405,-0.919128,0.985107,-0.008789,0.165527,-0.045105,0.996033,0.033936,0.075256,-0.032654,0.976685,-0.118713,0.061401,-0.167847,0.933838,-0.244019,0.184753,-0.184937
"Gesture3",0,2,0.849121,-0.002258,-0.174438,-0.498413,0.362854,0.147705,-0.040344,-0.919128,0.985046,-0.008911,0.165771,-0.045105,0.996033,0.033691,0.075378,-0.032654,0.976624,-0.118896,0.061462,-0.167786,0.933777,-0.244019,0.184814,-0.184998
"Gesture3",0,3,0.849182,-0.002136,-0.174377,-0.498413,0.362915,0.147827,-0.040283,-0.919128,0.985046,-0.009033,0.165894,-0.045166,0.996033,0.033569,0.0755,-0.032715,0.976624,-0.119141,0.061523,-0.167786,0.933777,-0.244019,0.184753,-0.184998
"Gesture3",0,4,0.849182,-0.002075,-0.174255,-0.498413,0.362915,0.147888,-0.040222,-0.919067,0.985046,-0.008972,0.165955,-0.045227,0.996033,0.033447,0.075562,-0.032715,0.976624,-0.119263,0.061523,-0.167786,0.933838,-0.243958,0.184814,-0.184998
"Gesture3",0,5,0.849182,-0.002014,-0.174133,-0.498474,0.362915,0.147949,-0.040283,-0.919067,0.985046,-0.008423,0.165955,-0.045227,0.995972,0.033936,0.0755,-0.032776,0.976562,-0.119324,0.061584,-0.167847,0.933838,-0.243835,0.184753,-0.184998
"Gesture3",0,6,0.849182,-0.002014,-0.173889,-0.498535,0.362915,0.148071,-0.040405,-0.919067,0.985046,-0.007446,0.165833,-0.045227,0.995972,0.034851,0.075378,-0.032837,0.976624,-0.119019,0.061646,-0.167908,0.934021,-0.243225,0.18457,-0.185059
"Gesture3",0,7,0.849182,-0.002075,-0.173584,-0.498657,0.362854,0.147949,-0.040649,-0.919067,0.985229,-0.005737,0.164978,-0.045227,0.995972,0.036621,0.074646,-0.03302,0.976746,-0.117859,0.061096,-0.167969,0.934326,-0.242249,0.183655,-0.185852
"Gesture3",0,8,0.849121,-0.002136,-0.173462,-0.498779,0.362732,0.147888,-0.040894,-0.919128,0.985474,-0.003601,0.163574,-0.045288,0.995972,0.039124,0.072754,-0.033264,0.977051,-0.115967,0.059753,-0.168152,0.934448,-0.241699,0.182007,-0.1875
"Gesture3",0,9,0.849121,-0.002197,-0.17334,-0.49884,0.362488,0.147827,-0.041138,-0.919189,0.985657,-0.001953,0.162292,-0.04541,0.996033,0.040894,0.070984,-0.033569,0.977295,-0.114624,0.057251,-0.168701,0.934509,-0.240967,0.179993,-0.190002
"Gesture3",0,10,0.84906,-0.002625,-0.173096,-0.499023,0.362305,0.147705,-0.041504,-0.919312,0.98584,-0.000488,0.161072,-0.045471,0.996094,0.04248,0.069336,-0.033875,0.977478,-0.113464,0.054871,-0.169128,0.934937,-0.239258,0.177612,-0.192505
"Gesture3",0,11,0.84906,-0.002686,-0.172913,-0.499084,0.362244,0.147644,-0.041931,-0.919312,0.986023,0.000671,0.160095,-0.04541,0.996094,0.043701,0.06781,-0.034119,0.977661,-0.112305,0.052429,-0.169495,0.935364,-0.237183,0.175476,-0.194763
"Gesture3",0,12,0.84906,-0.002686,-0.172729,-0.499146,0.362122,0.147705,-0.042419,-0.919312,0.986145,0.001648,0.159363,-0.045349,0.996155,0.044739,0.066406,-0.034302,0.977844,-0.111511,0.050354,-0.169739,0.935791,-0.235107,0.173889,-0.196655
"Gesture3",0,13,0.849121,-0.002625,-0.172424,-0.499207,0.362061,0.147827,-0.04303,-0.919312,0.986267,0.00238,0.158752,-0.045349,0.996155,0.045654,0.06543,-0.034424,0.977905,-0.111084,0.048828,-0.169861,0.935913,-0.234375,0.173157,-0.19751
"Gesture3",0,14,0.849182,-0.002502,-0.171997,-0.499207,0.362061,0.147949,-0.043518,-0.91925,0.986328,0.003174,0.158203,-0.04541,0.996216,0.046265,0.064697,-0.034546,0.978027,-0.110657,0.047363,-0.170105,0.936218,-0.232788,0.171631,-0.199341
"Gesture3",0,15,0.849243,-0.002441,-0.171326,-0.499268,0.362,0.14801,-0.043884,-0.91925,0.986328,0.00354,0.157959,-0.04541,0.996216,0.046814,0.064209,-0.034729,0.978027,-0.110474,0.046265,-0.17041,0.936401,-0.231323,0.170349,-0.201416
"Gesture3",0,16,0.849426,-0.002319,-0.170349,-0.49939,0.361755,0.148254,-0.044067,-0.919312,0.986389,0.003967,0.157837,-0.045715,0.996216,0.046692,0.064209,-0.035034,0.977905,-0.111206,0.045837,-0.170715,0.936157,-0.23114,0.169556,-0.20343
"Gesture3",0,17,0.849609,-0.001404,-0.168701,-0.499634,0.361084,0.148621,-0.043823,-0.919495,0.986206,0.00415,0.158875,-0.046082,0.996155,0.045532,0.065247,-0.035278,0.977661,-0.113403,0.046753,-0.170593,0.93512,-0.233215,0.169434,-0.205688
"Gesture3",0,18,0.849548,0.001953,-0.165405,-0.500732,0.359741,0.14978,-0.044434,-0.9198,0.985107,0.003845,0.1651,-0.04657,0.996155,0.039795,0.069092,-0.035706,0.976685,-0.119873,0.050415,-0.170471,0.932678,-0.238586,0.171021,-0.209229
"Gesture3",0,19,0.848999,0.009277,-0.159302,-0.503662,0.356506,0.153259,-0.047424,-0.920349,0.982727,0.000427,0.178467,-0.04834,0.995728,0.026917,0.078064,-0.040039,0.973328,-0.135254,0.059631,-0.175171,0.929138,-0.245422,0.173462,-0.215271
"Gesture3",0,20,0.848206,0.021545,-0.14978,-0.507507,0.351074,0.159607,-0.051147,-0.921204,0.978333,-0.010315,0.19989,-0.05249,0.994446,0.007629,0.092102,-0.049622,0.967529,-0.155823,0.074097,-0.184631,0.925415,-0.250244,0.175171,-0.223999
