timestep,imu0_w,imu0_x,imu0_y,imu0_z,imu1_w,imu1_x,imu1_y,imu1_z,imu2_w,imu2_x,imu2_y,imu2_z,imu3_w,imu3_x,imu3_y,imu3_z,imu4_w,imu4_x,imu4_y,imu4_z,imu5_w,imu5_x,imu5_y,imu5_z
0,0.911027,0.218895,0.285445,-0.201564,0.922984,0.35186,0.116565,-0.103393,0.94196,0.151867,-0.220182,0.202856,0.984533,-0.016659,0.174167,0.008109,0.891277,-0.388199,0.146102,0.183206,0.971843,-0.196929,0.128564,0.013934
1,0.910978,0.21908,0.285525,-0.201468,0.923023,0.351582,0.116614,-0.103934,0.942053,0.151886,-0.219839,0.202783,0.984527,-0.016513,0.174198,0.008477,0.891363,-0.387747,0.146585,0.183356,0.971954,-0.196558,0.12826,0.014236
2,0.91091,0.219257,0.28564,-0.201423,0.923062,0.351321,0.116638,-0.104443,0.942131,0.15191,-0.219492,0.202779,0.984568,-0.016255,0.173967,0.008995,0.891465,-0.387415,0.146608,0.183542,0.972058,-0.196374,0.12773,0.014457
3,0.910838,0.219433,0.28574,-0.201416,0.923103,0.351059,0.116648,-0.104952,0.942227,0.15191,-0.219048,0.20281,0.984644,-0.016058,0.173522,0.009534,0.891585,-0.387009,0.146703,0.183743,0.972157,-0.196198,0.127217,0.014649
4,0.910762,0.219609,0.285849,-0.201411,0.923159,0.350769,0.116609,-0.105471,0.942333,0.151845,-0.218541,0.202913,0.984723,-0.015911,0.173057,0.010036,0.891723,-0.386578,0.146788,0.183914,0.972259,-0.196036,0.126676,0.014779
5,0.910693,0.21978,0.28592,-0.201435,0.923225,0.35046,0.116571,-0.105961,0.942437,0.15178,-0.218014,0.203048,0.984788,-0.015823,0.172669,0.010539,0.891841,-0.386198,0.146855,0.184083,0.97235,-0.195829,0.126272,0.015012
6,0.910626,0.219953,0.285962,-0.201488,0.923313,0.350107,0.116535,-0.106395,0.942532,0.151752,-0.21748,0.203201,0.98483,-0.01568,0.172408,0.011038,0.891932,-0.385956,0.146764,0.184224,0.972414,-0.195779,0.12584,0.015149
7,0.910552,0.220131,0.286017,-0.201554,0.923439,0.349694,0.116446,-0.106766,0.942636,0.151715,-0.216931,0.203329,0.984889,-0.015522,0.17206,0.011448,0.89199,-0.385769,0.146696,0.184388,0.972466,-0.195761,0.125448,0.015293
8,0.910477,0.22028,0.28609,-0.201624,0.923585,0.349254,0.116304,-0.107089,0.942768,0.151633,-0.216365,0.203383,0.984936,-0.015135,0.171797,0.011883,0.892052,-0.385621,0.146569,0.184502,0.97252,-0.195725,0.125066,0.015432
9,0.910405,0.220425,0.286148,-0.201709,0.923747,0.348778,0.11615,-0.107417,0.942943,0.151461,-0.215749,0.203355,0.98494,-0.014429,0.171805,0.012332,0.892095,-0.385539,0.146402,0.184597,0.972547,-0.195855,0.124655,0.015433
10,0.910338,0.220588,0.286187,-0.201779,0.9239,0.348305,0.116033,-0.107759,0.943122,0.151191,-0.215193,0.203316,0.984999,-0.014101,0.171484,0.012461,0.892127,-0.385553,0.146159,0.184606,0.972561,-0.196033,0.124264,0.01538
11,0.910297,0.220773,0.286144,-0.201823,0.924028,0.347847,0.115987,-0.108186,0.943271,0.151064,-0.214659,0.203283,0.984972,-0.013491,0.171656,0.012827,0.892154,-0.385335,0.146385,0.184749,0.972522,-0.196447,0.123959,0.015043
12,0.910279,0.220954,0.286027,-0.201869,0.924131,0.347418,0.116008,-0.108664,0.943399,0.151081,-0.214113,0.20325,0.984888,-0.012955,0.17217,0.012979,0.892175,-0.385103,0.146717,0.18487,0.972545,-0.196469,0.123736,0.015117
13,0.910273,0.22113,0.285885,-0.201903,0.924227,0.346992,0.116044,-0.109166,0.943532,0.151077,-0.213591,0.203188,0.984822,-0.012445,0.172568,0.01318,0.892191,-0.38487,0.14721,0.184886,0.972577,-0.196296,0.123735,0.015281
14,0.91029,0.221263,0.28571,-0.201933,0.924311,0.346618,0.116091,-0.109591,0.943699,0.151027,-0.213024,0.203043,0.98482,-0.012692,0.172602,0.012689,0.892168,-0.385284,0.146907,0.184374,0.972441,-0.196845,0.124011,0.014631
15,0.910315,0.221347,0.285545,-0.20196,0.924409,0.346239,0.116097,-0.109957,0.943904,0.150926,-0.21241,0.202807,0.984822,-0.012989,0.172594,0.012261,0.892122,-0.385742,0.146544,0.183928,0.972362,-0.197381,0.123833,0.014156
16,0.910335,0.221406,0.285421,-0.201982,0.924536,0.345812,0.116049,-0.110279,0.944154,0.150693,-0.211769,0.20249,0.984788,-0.013399,0.172802,0.011676,0.892043,-0.386273,0.146185,0.183484,0.972263,-0.19799,0.123696,0.013668
17,0.91035,0.221452,0.285328,-0.201995,0.924666,0.345381,0.116007,-0.110595,0.944395,0.150452,-0.211155,0.202186,0.984742,-0.013823,0.173066,0.011089,0.891955,-0.386814,0.145841,0.183041,0.972151,-0.198599,0.123649,0.01318
18,0.910357,0.221525,0.285252,-0.20199,0.924786,0.344955,0.115983,-0.110937,0.944615,0.150256,-0.210578,0.201906,0.984679,-0.014221,0.173429,0.010529,0.891843,-0.387392,0.145612,0.18255,0.972036,-0.199194,0.123652,0.012701
