gesture,recording_id,timestep,imu0_w,imu0_x,imu0_y,imu0_z,imu1_w,imu1_x,imu1_y,imu1_z,imu2_w,imu2_x,imu2_y,imu2_z,imu3_w,imu3_x,imu3_y,imu3_z,imu4_w,imu4_x,imu4_y,imu4_z,imu5_w,imu5_x,imu5_y,imu5_z
"Gesture3",0,0,0.961462,-0.045177,0.26482,0.058416,0.934807,0.277191,-0.098882,-0.198764,0.824295,0.041669,-0.546394,-0.142262,0.741206,0.148506,-0.643878,-0.11817,0.836696,0.154611,-0.509471,-0.128286,0.755371,0.264703,-0.540446,-0.259322
"Gesture3",0,1,0.961331,-0.045469,0.265283,0.058235,0.934769,0.2775,-0.098762,-0.198571,0.823785,0.041974,-0.547194,-0.14205,0.740575,0.14899,-0.644544,-0.117886,0.836217,0.154969,-0.510226,-0.127977,0.754842,0.265424,-0.541022,-0.258925
"Gesture3",0,2,0.961198,-0.045802,0.265739,0.058087,0.934726,0.277828,-0.098597,-0.198394,0.823266,0.042316,-0.547997,-0.141861,0.739927,0.149515,-0.645214,-0.117623,0.835712,0.155365,-0.511008,-0.127673,0.754282,0.266197,-0.5416,-0.258555
"Gesture3",0,3,0.961068,-0.046153,0.266179,0.057947,0.934688,0.278166,-0.098367,-0.198216,0.822755,0.042683,-0.548778,-0.1417,0.739284,0.150061,-0.645869,-0.117381,0.83521,0.15579,-0.511768,-0.127397,0.753723,0.267,-0.542149,-0.258207
"Gesture3",0,4,0.960938,-0.046456,0.266614,0.057867,0.934639,0.278508,-0.098135,-0.198079,0.822239,0.042997,-0.549543,-0.141631,0.738647,0.15053,-0.646517,-0.117219,0.834713,0.156179,-0.512509,-0.127201,0.753166,0.267737,-0.542684,-0.257943
"Gesture3",0,5,0.960807,-0.046736,0.267044,0.057838,0.934574,0.278911,-0.097899,-0.197936,0.82171,0.043289,-0.550309,-0.14164,0.738007,0.150978,-0.647155,-0.117147,0.834211,0.156565,-0.513242,-0.127062,0.752604,0.268454,-0.543203,-0.257745
"Gesture3",0,6,0.960665,-0.047044,0.26749,0.057876,0.934501,0.279325,-0.097635,-0.197825,0.821155,0.043631,-0.551091,-0.141712,0.737337,0.151478,-0.647803,-0.117139,0.833683,0.157005,-0.51399,-0.126963,0.752008,0.269238,-0.54371,-0.257598
"Gesture3",0,7,0.960516,-0.047407,0.267942,0.057966,0.934432,0.279727,-0.097343,-0.197728,0.820565,0.044096,-0.551909,-0.141801,0.736631,0.15208,-0.648458,-0.117184,0.833122,0.157542,-0.514755,-0.126875,0.751376,0.270134,-0.54419,-0.257493
"Gesture3",0,8,0.960361,-0.047807,0.268399,0.058085,0.934372,0.280104,-0.097043,-0.197625,0.81996,0.044641,-0.552738,-0.141904,0.735901,0.152758,-0.649113,-0.117258,0.83254,0.158168,-0.515531,-0.126771,0.750719,0.271109,-0.54465,-0.257411
"Gesture3",0,9,0.960201,-0.048207,0.268869,0.05824,0.934319,0.280462,-0.096756,-0.197511,0.819341,0.04523,-0.553573,-0.142035,0.735165,0.153467,-0.649758,-0.117376,0.831952,0.15883,-0.516296,-0.126685,0.750062,0.272106,-0.545075,-0.257374
"Gesture3",0,10,0.960033,-0.048582,0.269352,0.058463,0.934259,0.280826,-0.096471,-0.197418,0.818705,0.045775,-0.554421,-0.142223,0.734417,0.15418,-0.650399,-0.117576,0.831353,0.159496,-0.517065,-0.126652,0.749388,0.273085,-0.545497,-0.257406
"Gesture3",0,11,0.959862,-0.048954,0.269835,0.058728,0.934187,0.281249,-0.096131,-0.197322,0.81805,0.046378,-0.555273,-0.142469,0.733656,0.154899,-0.651043,-0.11782,0.830741,0.160187,-0.517835,-0.12665,0.748702,0.274082,-0.545904,-0.257483
"Gesture3",0,12,0.959692,-0.049332,0.270304,0.059024,0.934106,0.28168,-0.095783,-0.197257,0.817393,0.047006,-0.556117,-0.142748,0.732881,0.155629,-0.651691,-0.1181,0.830119,0.160912,-0.518601,-0.126673,0.748007,0.275112,-0.546286,-0.25759
"Gesture3",0,13,0.959531,-0.0497,0.270742,0.059329,0.934033,0.282133,-0.095342,-0.197171,0.81674,0.047649,-0.556942,-0.143054,0.732108,0.156339,-0.652333,-0.118408,0.829498,0.161645,-0.519354,-0.126721,0.747317,0.276137,-0.546648,-0.257731
"Gesture3",0,14,0.959375,-0.050014,0.271168,0.059649,0.933958,0.282583,-0.094913,-0.19709,0.816095,0.048258,-0.557742,-0.143411,0.731355,0.15698,-0.652961,-0.118756,0.828901,0.162352,-0.520058,-0.12684,0.74665,0.277084,-0.546997,-0.257906
"Gesture3",0,15,0.959223,-0.050245,0.271588,0.059981,0.93388,0.283033,-0.094521,-0.197,0.815446,0.04879,-0.558535,-0.143835,0.73062,0.157524,-0.653579,-0.119156,0.828325,0.163002,-0.520728,-0.127022,0.746015,0.277895,-0.547328,-0.258168
"Gesture3",0,16,0.959094,-0.050362,0.271948,0.06031,0.933816,0.283447,-0.094151,-0.196886,0.814815,0.049223,-0.559302,-0.144285,0.72993,0.157972,-0.654159,-0.119604,0.827795,0.163575,-0.521339,-0.12723,0.745447,0.278576,-0.547619,-0.258456
"Gesture3",0,17,0.958972,-0.050457,0.272288,0.060639,0.933755,0.283858,-0.093826,-0.196739,0.814177,0.04964,-0.560074,-0.144747,0.729253,0.158412,-0.654727,-0.12005,0.827274,0.164131,-0.521936,-0.127452,0.744898,0.279225,-0.547897,-0.258752
"Gesture3",0,18,0.958846,-0.05057,0.27264,0.060955,0.933703,0.284224,-0.093526,-0.196599,0.813538,0.050077,-0.560854,-0.145167,0.72857,0.158876,-0.6553,-0.120454,0.826747,0.164691,-0.522548,-0.127637,0.744342,0.279899,-0.548188,-0.259007
"Gesture3",0,19,0.958719,-0.050723,0.272996,0.061229,0.933664,0.284554,-0.093233,-0.196449,0.812903,0.050516,-0.56165,-0.145498,0.727873,0.159377,-0.655891,-0.120793,0.826209,0.165273,-0.523184,-0.127768,0.743775,0.280625,-0.548496,-0.259199
"Gesture3",0,20,0.958597,-0.050903,0.273345,0.061435,0.933632,0.28486,-0.092969,-0.196278,0.81228,0.050942,-0.562445,-0.145756,0.727171,0.159885,-0.656497,-0.121052,0.82566,0.165825,-0.523856,-0.127847,0.743201,0.281379,-0.54883,-0.25932
"Gesture3",0,21,0.958483,-0.051085,0.273682,0.061572,0.933608,0.285149,-0.092727,-0.196091,0.811681,0.051335,-0.563223,-0.14595,0.72648,0.160364,-0.657111,-0.121236,0.825124,0.166338,-0.524527,-0.127889,0.742634,0.282092,-0.549206,-0.259374
"Gesture3",0,22,0.958371,-0.051249,0.274027,0.061642,0.933584,0.285436,-0.09251,-0.195886,0.811101,0.051681,-0.563991,-0.146085,0.725809,0.160772,-0.657735,-0.121335,0.824604,0.166799,-0.525201,-0.127877,0.742092,0.282765,-0.549605,-0.259347
"Gesture3",0,23,0.958258,-0.051411,0.274384,0.061674,0.933544,0.285769,-0.092293,-0.195698,0.810536,0.051997,-0.564752,-0.146172,0.72515,0.161151,-0.658362,-0.121366,0.824095,0.167214,-0.525881,-0.127827,0.741563,0.283407,-0.550031,-0.259257
"Gesture3",0,24,0.958139,-0.051598,0.274763,0.061671,0.9335,0.286101,-0.092077,-0.19552,0.809982,0.052314,-0.565511,-0.146194,0.724493,0.161541,-0.658998,-0.121325,0.823586,0.167604,-0.526577,-0.127726,0.741029,0.284055,-0.550493,-0.259093
"Gesture3",0,25,0.958017,-0.051815,0.275156,0.061631,0.933462,0.286404,-0.091871,-0.195358,0.809439,0.052616,-0.56627,-0.146157,0.723832,0.161946,-0.659642,-0.121229,0.823075,0.167988,-0.52729,-0.127577,0.740487,0.284721,-0.550982,-0.258871
"Gesture3",0,26,0.957895,-0.052037,0.275558,0.061557,0.933421,0.286695,-0.091727,-0.195193,0.808888,0.052887,-0.567046,-0.146101,0.723153,0.162344,-0.660313,-0.121096,0.822545,0.168355,-0.52804,-0.127412,0.739928,0.285391,-0.551503,-0.258623
"Gesture3",0,27,0.957774,-0.052256,0.275967,0.061421,0.933389,0.286979,-0.091611,-0.194983,0.808342,0.053131,-0.56783,-0.145987,0.722469,0.162736,-0.661001,-0.120898,0.822012,0.168708,-0.528807,-0.127199,0.739358,0.286059,-0.552063,-0.25832
"Gesture3",0,28,0.957654,-0.052475,0.276375,0.061266,0.933356,0.287267,-0.091499,-0.194771,0.807799,0.05335,-0.568614,-0.14586,0.721776,0.163083,-0.661712,-0.120684,0.821476,0.169038,-0.529583,-0.126995,0.738783,0.286708,-0.552643,-0.258006
"Gesture3",0,29,0.957543,-0.052665,0.276766,0.061072,0.933318,0.287539,-0.091466,-0.194563,0.807273,0.053513,-0.569384,-0.145715,0.721104,0.163378,-0.662413,-0.120449,0.82096,0.169318,-0.530342,-0.126793,0.738231,0.287295,-0.55323,-0.257674
"Gesture3",0,30,0.957439,-0.052833,0.277142,0.060843,0.933285,0.2878,-0.091445,-0.194347,0.806763,0.053628,-0.570137,-0.145548,0.72045,0.163625,-0.663112,-0.120183,0.820461,0.169555,-0.531088,-0.126583,0.737701,0.287837,-0.55382,-0.257319
"Gesture3",0,31,0.957335,-0.053006,0.277524,0.060592,0.933251,0.288069,-0.091418,-0.194123,0.806266,0.053705,-0.570885,-0.145342,0.719795,0.163845,-0.663823,-0.119883,0.819958,0.169764,-0.53185,-0.126364,0.73716,0.288372,-0.554439,-0.256937
"Gesture3",0,32,0.957227,-0.053197,0.277918,0.06033,0.933219,0.288342,-0.091381,-0.193891,0.805781,0.053812,-0.571619,-0.145105,0.719142,0.164078,-0.664531,-0.11956,0.819462,0.16996,-0.53261,-0.126116,0.736614,0.288924,-0.555069,-0.256522
"Gesture3",0,33,0.957107,-0.053385,0.27835,0.060079,0.93319,0.2886,-0.091334,-0.193671,0.80529,0.05393,-0.572358,-0.144877,0.718488,0.164303,-0.66524,-0.119238,0.818963,0.170147,-0.533376,-0.125868,0.73607,0.289454,-0.555716,-0.256088
"Gesture3",0,34,0.956987,-0.053553,0.278784,0.059832,0.933153,0.288881,-0.091282,-0.19345,0.804806,0.054043,-0.57308,-0.144671,0.717858,0.164508,-0.665923,-0.118938,0.818479,0.170321,-0.534121,-0.125626,0.735536,0.289961,-0.556355,-0.255658
"Gesture3",0,35,0.95687,-0.053705,0.279206,0.059592,0.933112,0.2892,-0.091204,-0.19321,0.80432,0.054138,-0.573793,-0.144509,0.717226,0.16469,-0.666607,-0.118668,0.817996,0.170491,-0.534855,-0.125412,0.734999,0.290448,-0.556992,-0.255264
"Gesture3",0,36,0.956763,-0.053838,0.279598,0.059349,0.933073,0.289518,-0.09113,-0.192955,0.80384,0.054208,-0.574493,-0.144373,0.716606,0.164855,-0.667278,-0.118415,0.817522,0.170654,-0.535574,-0.125217,0.734469,0.290918,-0.557615,-0.254895
"Gesture3",0,37,0.95666,-0.053965,0.279974,0.059117,0.933041,0.28982,-0.091036,-0.192702,0.803351,0.054277,-0.575197,-0.144264,0.715987,0.165018,-0.667942,-0.118186,0.81705,0.170822,-0.53628,-0.125041,0.733941,0.291381,-0.558222,-0.254555
"Gesture3",0,38,0.956555,-0.054097,0.280351,0.058912,0.933007,0.290125,-0.090935,-0.192456,0.802849,0.054347,-0.575912,-0.144183,0.715356,0.165193,-0.668609,-0.117989,0.816564,0.171011,-0.536996,-0.124888,0.733403,0.291848,-0.558825,-0.254249
"Gesture3",0,39,0.956457,-0.054242,0.280697,0.058723,0.932975,0.290434,-0.090802,-0.192205,0.802348,0.054442,-0.576617,-0.144114,0.714732,0.165403,-0.669255,-0.117818,0.816083,0.171236,-0.537688,-0.124745,0.732869,0.292354,-0.559383,-0.253979
"Gesture3",0,40,0.956361,-0.054402,0.28103,0.058548,0.932951,0.290732,-0.090649,-0.191946,0.801839,0.054562,-0.577329,-0.144057,0.714093,0.165659,-0.669898,-0.117676,0.815594,0.171494,-0.538377,-0.124619,0.732328,0.292887,-0.55992,-0.253742
