gesture,recording_id,timestep,imu0_w,imu0_x,imu0_y,imu0_z,imu1_w,imu1_x,imu1_y,imu1_z,imu2_w,imu2_x,imu2_y,imu2_z,imu3_w,imu3_x,imu3_y,imu3_z,imu4_w,imu4_x,imu4_y,imu4_z,imu5_w,imu5_x,imu5_y,imu5_z
"Gesture3",0,0,0.954637,-0.027208,0.28707,0.074231,0.886833,0.383501,-0.013589,-0.257395,0.786118,0.052527,-0.543462,-0.289639,0.686091,0.134853,-0.608818,-0.374723,0.863298,0.057431,-0.496965,-0.066534,0.698077,0.243888,-0.520596,-0.426813
"Gesture3",0,1,0.954566,-0.027488,0.287167,0.074659,0.886758,0.383942,-0.013139,-0.257021,0.785347,0.05318,-0.544271,-0.290091,0.685242,0.13569,-0.609288,-0.375211,0.86285,0.058431,-0.497598,-0.066737,0.697341,0.244878,-0.520765,-0.427243
"Gesture3",0,2,0.954508,-0.027908,0.287208,0.075098,0.88669,0.384394,-0.012582,-0.256608,0.784588,0.053956,-0.545066,-0.29051,0.684392,0.136676,-0.609731,-0.375684,0.862361,0.059561,-0.498295,-0.066876,0.696558,0.246069,-0.520926,-0.427641
"Gesture3",0,3,0.954449,-0.02842,0.28723,0.07557,0.886661,0.384784,-0.011893,-0.256155,0.783828,0.054873,-0.545871,-0.290878,0.683525,0.137777,-0.610167,-0.376152,0.861848,0.060787,-0.499016,-0.066995,0.695744,0.24739,-0.521069,-0.428028
"Gesture3",0,4,0.954386,-0.028951,0.28725,0.076074,0.886627,0.385197,-0.011168,-0.255685,0.783055,0.055861,-0.546663,-0.291283,0.682645,0.138957,-0.610574,-0.376655,0.861338,0.062076,-0.499721,-0.067124,0.694919,0.248759,-0.52118,-0.428441
"Gesture3",0,5,0.954327,-0.02941,0.287259,0.076607,0.886571,0.385649,-0.010484,-0.255227,0.782261,0.056811,-0.547437,-0.29178,0.681747,0.140064,-0.610959,-0.377249,0.860849,0.063357,-0.500377,-0.067313,0.694102,0.25005,-0.521257,-0.42892
"Gesture3",0,6,0.954267,-0.029733,0.287271,0.077185,0.886475,0.386165,-0.00994,-0.254799,0.78142,0.057653,-0.548205,-0.292425,0.680813,0.141036,-0.611332,-0.377967,0.860395,0.064582,-0.500963,-0.06759,0.693295,0.25118,-0.5213,-0.429511
"Gesture3",0,7,0.954204,-0.029914,0.287291,0.077816,0.886341,0.386756,-0.009529,-0.254384,0.780533,0.058376,-0.548979,-0.293198,0.679844,0.141872,-0.61171,-0.378785,0.859972,0.065734,-0.501491,-0.067951,0.692494,0.252147,-0.521321,-0.430212
"Gesture3",0,8,0.954135,-0.029979,0.287328,0.0785,0.886185,0.387382,-0.009191,-0.25399,0.77961,0.059001,-0.549775,-0.294037,0.678851,0.142601,-0.61211,-0.379644,0.859573,0.066799,-0.501979,-0.068346,0.691704,0.252995,-0.521341,-0.430959
"Gesture3",0,9,0.954054,-0.03006,0.287396,0.079195,0.886016,0.388015,-0.008834,-0.253624,0.778698,0.059653,-0.550572,-0.29483,0.677865,0.143351,-0.612511,-0.380477,0.859167,0.06784,-0.502486,-0.068706,0.690915,0.253859,-0.521393,-0.431654
"Gesture3",0,10,0.953957,-0.030204,0.287514,0.079875,0.885851,0.388619,-0.008427,-0.253288,0.777807,0.060364,-0.551376,-0.295531,0.676924,0.144161,-0.612925,-0.381179,0.858744,0.068887,-0.503026,-0.069003,0.690123,0.254793,-0.521491,-0.43225
"Gesture3",0,11,0.953847,-0.030426,0.287679,0.080516,0.88569,0.389204,-0.007973,-0.252967,0.776947,0.061139,-0.552187,-0.296122,0.676001,0.145036,-0.613363,-0.38178,0.858299,0.069954,-0.503606,-0.069231,0.689327,0.255802,-0.521647,-0.432735
"Gesture3",0,12,0.95373,-0.03071,0.287872,0.081105,0.885533,0.389773,-0.007495,-0.252656,0.776109,0.061955,-0.553008,-0.296618,0.675093,0.145956,-0.613829,-0.382287,0.857843,0.071049,-0.504206,-0.069408,0.688532,0.256869,-0.521851,-0.433123
"Gesture3",0,13,0.953617,-0.03101,0.28807,0.081609,0.885392,0.390306,-0.007029,-0.252341,0.775317,0.062753,-0.553818,-0.297008,0.674227,0.146858,-0.614311,-0.382695,0.857395,0.07213,-0.504796,-0.06953,0.687772,0.257926,-0.522092,-0.433414
"Gesture3",0,14,0.953505,-0.031297,0.288298,0.082007,0.885275,0.390802,-0.006611,-0.251996,0.774566,0.063515,-0.554633,-0.297287,0.673402,0.147727,-0.614823,-0.382992,0.85696,0.073145,-0.505377,-0.069614,0.687059,0.258913,-0.52239,-0.433596
"Gesture3",0,15,0.953396,-0.031546,0.288536,0.082334,0.88516,0.391269,-0.006234,-0.251682,0.773868,0.064187,-0.555412,-0.297504,0.672624,0.148527,-0.615343,-0.383214,0.856547,0.0741,-0.505932,-0.069663,0.686397,0.259828,-0.52271,-0.43371
