gesture,recording_id,timestep,imu0_w,imu0_x,imu0_y,imu0_z,imu1_w,imu1_x,imu1_y,imu1_z,imu2_w,imu2_x,imu2_y,imu2_z,imu3_w,imu3_x,imu3_y,imu3_z,imu4_w,imu4_x,imu4_y,imu4_z,imu5_w,imu5_x,imu5_y,imu5_z
"Base",0,0,0.99978,0.017728,0.009079,0.005963,0.999349,-0.028059,0.018814,-0.01196,0.999743,0.02119,0.002836,-0.006319,0.9999,0.011203,0.003708,-0.006542,0.999827,0.016287,-0.007964,-0.000125,0.992516,0.018545,-0.085245,0.085347
"Base",0,1,0.999773,0.017911,0.009092,0.006507,0.999332,-0.028045,0.019351,-0.012558,0.999736,0.021349,0.003048,-0.006789,0.999893,0.011435,0.003944,-0.007049,0.99983,0.016305,-0.007527,-0.000621,0.992324,0.018627,-0.086365,0.086429
"Base",0,2,0.999768,0.017911,0.009176,0.007074,0.999326,-0.028388,0.018749,-0.013184,0.999726,0.021632,0.003219,-0.007268,0.999884,0.011833,0.004122,-0.007574,0.999839,0.015744,-0.007405,-0.001177,0.992121,0.018863,-0.087572,0.087486
"Base",0,3,0.999762,0.017983,0.009217,0.007638,0.999299,-0.028687,0.019244,-0.013811,0.999717,0.021839,0.003443,-0.007746,0.999875,0.012171,0.004348,-0.008097,0.999844,0.015157,-0.007934,-0.001721,0.991921,0.019031,-0.088726,0.088552
"Base",0,4,0.999756,0.018052,0.009255,0.008205,0.999282,-0.029241,0.018834,-0.014443,0.999707,0.022073,0.003662,-0.008235,0.999865,0.012543,0.004567,-0.008629,0.99985,0.014497,-0.008265,-0.002253,0.991719,0.01922,-0.089869,0.089609
"Base",0,5,0.99976,0.017756,0.009687,0.00794,0.999321,-0.02834,0.018324,-0.014193,0.999697,0.022693,0.003511,-0.007883,0.999859,0.013288,0.004413,-0.008316,0.999852,0.014248,-0.008522,-0.001932,0.991398,0.019843,-0.091403,0.091462
"Base",0,6,0.999752,0.017968,0.009677,0.008479,0.999327,-0.027946,0.018133,-0.014752,0.999688,0.022847,0.003766,-0.008366,0.99985,0.013533,0.00467,-0.008828,0.999844,0.014666,-0.008602,-0.002365,0.991195,0.019943,-0.092484,0.092541
"Base",0,7,0.999761,0.017725,0.009658,0.007906,0.999349,-0.027208,0.018495,-0.014193,0.999677,0.023485,0.004072,-0.007739,0.999844,0.014219,0.004975,-0.008222,0.999838,0.015377,-0.008243,-0.001709,0.990879,0.020586,-0.093558,0.09468
"Base",0,8,0.999751,0.017988,0.009763,0.008416,0.999316,-0.027911,0.018771,-0.014766,0.999668,0.023679,0.004199,-0.008205,0.999836,0.014424,0.005121,-0.008702,0.99984,0.01535,-0.00788,-0.002171,0.990658,0.020622,-0.094752,0.095793
"Base",0,9,0.999759,0.017769,0.009746,0.007843,0.999319,-0.028242,0.018537,-0.014237,0.999655,0.024389,0.004478,-0.007595,0.99983,0.015104,0.005417,-0.008098,0.999837,0.015342,-0.008476,-0.00151,0.990332,0.021231,-0.095838,0.09793
"Base",0,10,0.999768,0.017553,0.009749,0.007276,0.999337,-0.028249,0.017989,-0.013693,0.99964,0.02515,0.004715,-0.007003,0.999822,0.015793,0.005687,-0.007506,0.999837,0.015628,-0.007943,-0.000916,0.989999,0.02183,-0.096948,0.100051
"Base",0,11,0.999759,0.017801,0.009744,0.007826,0.999341,-0.027843,0.01796,-0.014245,0.999625,0.025526,0.004882,-0.007548,0.999812,0.016059,0.00592,-0.008047,0.999843,0.014964,-0.008452,-0.001405,0.989784,0.021884,-0.098046,0.101092
"Base",0,12,0.999753,0.018074,0.009501,0.00832,0.999326,-0.027649,0.018694,-0.014743,0.99961,0.025894,0.005275,-0.00805,0.999801,0.016311,0.006395,-0.008545,0.999849,0.014327,-0.008747,-0.001818,0.989586,0.02195,-0.098904,0.102173
"Base",0,13,0.99976,0.017841,0.009576,0.007786,0.999353,-0.026821,0.018877,-0.014192,0.999591,0.026745,0.005397,-0.007506,0.999792,0.017056,0.006589,-0.008,0.999843,0.014961,-0.0084,-0.001224,0.989237,0.022587,-0.100092,0.104228
"Base",0,14,0.999754,0.017861,0.009684,0.008388,0.999344,-0.026488,0.019337,-0.014794,0.99957,0.027339,0.005441,-0.008101,0.999778,0.017568,0.006707,-0.008599,0.999836,0.01495,-0.009205,-0.001709,0.989004,0.022866,-0.101334,0.105175
"Base",0,15,0.999763,0.017561,0.009725,0.00788,0.999357,-0.025893,0.019855,-0.014277,0.999548,0.028229,0.0056,-0.007592,0.999765,0.018393,0.006926,-0.008093,0.99983,0.015626,-0.008807,-0.001149,0.988652,0.02357,-0.1025,0.107181
"Base",0,16,0.99977,0.017342,0.0098,0.007338,0.999391,-0.025257,0.019353,-0.013711,0.999529,0.029031,0.005728,-0.007053,0.999754,0.019152,0.007112,-0.007559,0.999833,0.015296,-0.009047,-0.000558,0.98829,0.024199,-0.103686,0.109226
"Base",0,17,0.999762,0.017569,0.009807,0.007906,0.999365,-0.02603,0.019254,-0.01431,0.999513,0.029394,0.005864,-0.007633,0.999741,0.019515,0.007305,-0.008148,0.999835,0.014815,-0.009656,-0.00104,0.988061,0.024286,-0.104798,0.110207
"Base",0,18,0.999755,0.017761,0.009693,0.008476,0.999345,-0.026632,0.01901,-0.014913,0.999495,0.029777,0.006124,-0.008221,0.999726,0.01992,0.007615,-0.008746,0.999832,0.015164,-0.009266,-0.001564,0.987844,0.024423,-0.105786,0.111176
"Base",0,19,0.999761,0.017754,0.009548,0.007917,0.999369,-0.025992,0.01905,-0.014348,0.999481,0.03034,0.006478,-0.007678,0.999715,0.02051,0.008004,-0.008215,0.999844,0.014685,-0.008905,-0.000959,0.987498,0.024887,-0.106714,0.113236
"Base",0,20,0.999768,0.017618,0.009495,0.007364,0.999363,-0.026409,0.019188,-0.013834,0.999461,0.031038,0.006733,-0.007131,0.999702,0.021233,0.008293,-0.007681,0.999834,0.015477,-0.008715,-0.000305,0.987135,0.025478,-0.107752,0.115276
"Base",0,21,0.99976,0.017883,0.009426,0.007929,0.999358,-0.026015,0.01952,-0.014416,0.999447,0.031326,0.006962,-0.007705,0.999688,0.021568,0.008558,-0.008272,0.999835,0.015629,-0.008219,-0.000783,0.986906,0.025559,-0.108775,0.116248
"Base",0,22,0.99975,0.01818,0.009472,0.008486,0.99935,-0.025749,0.019881,-0.014999,0.999433,0.031576,0.007095,-0.008269,0.999675,0.02186,0.008713,-0.008851,0.999847,0.014799,-0.008265,-0.001256,0.986663,0.02559,-0.109906,0.117238
"Base",0,23,0.999753,0.017882,0.009891,0.008189,0.999372,-0.024993,0.019942,-0.014711,0.999409,0.03246,0.006891,-0.007965,0.99966,0.022732,0.008528,-0.008552,0.999835,0.015604,-0.008331,-0.000864,0.986258,0.026245,-0.111453,0.119023
"Base",0,24,0.999762,0.017646,0.009894,0.007657,0.999374,-0.024711,0.020566,-0.014186,0.999384,0.033303,0.007114,-0.007458,0.999644,0.02354,0.008768,-0.008036,0.999838,0.015304,-0.008491,-0.000256,0.985869,0.026914,-0.112569,0.12103
"Base",0,25,0.999757,0.017553,0.010483,0.007755,0.999368,-0.02518,0.020192,-0.014307,0.999361,0.034047,0.006697,-0.007562,0.99963,0.024223,0.008387,-0.008129,0.999841,0.01485,-0.009014,-0.000278,0.985487,0.027289,-0.11427,0.122456
"Base",0,26,0.999752,0.017749,0.010185,0.008234,0.999359,-0.024834,0.020717,-0.014755,0.999337,0.034524,0.007135,-0.008101,0.999611,0.02463,0.008862,-0.008644,0.999844,0.015021,-0.008289,-0.000726,0.985258,0.02744,-0.115082,0.123498
"Base",0,27,0.999763,0.017394,0.01012,0.007748,0.999362,-0.025112,0.020586,-0.014259,0.999303,0.03554,0.007374,-0.007655,0.999589,0.025577,0.009138,-0.008173,0.99983,0.015651,-0.008819,-0.00015,0.984865,0.028204,-0.116153,0.125444
"Base",0,28,0.999773,0.017147,0.010014,0.007204,0.999389,-0.024766,0.020106,-0.013668,0.999273,0.036429,0.007656,-0.007152,0.999569,0.026413,0.009452,-0.007643,0.999816,0.016233,-0.009278,0.000482,0.984467,0.028874,-0.117163,0.127463
"Base",0,29,0.999771,0.017159,0.009735,0.007731,0.999392,-0.024226,0.020279,-0.014139,0.999243,0.037049,0.008052,-0.007719,0.999545,0.02699,0.009887,-0.008185,0.999813,0.016233,-0.009671,0.000045,0.984227,0.029195,-0.118006,0.128464
"Base",0,30,0.999765,0.017328,0.009609,0.008282,0.999393,-0.024294,0.01979,-0.01467,0.99922,0.037484,0.008296,-0.008291,0.999526,0.027396,0.010166,-0.008743,0.999815,0.016437,-0.00911,-0.000445,0.983974,0.029326,-0.118971,0.129478
"Base",0,31,0.999774,0.017105,0.009577,0.007709,0.999423,-0.023573,0.019561,-0.014079,0.999193,0.038252,0.008523,-0.007716,0.999508,0.028151,0.010405,-0.008158,0.999817,0.016626,-0.008504,0.000161,0.983549,0.029949,-0.120025,0.131569
"Base",0,32,0.999772,0.017112,0.009334,0.008239,0.999395,-0.024196,0.019805,-0.014664,0.999166,0.038773,0.008909,-0.008247,0.999484,0.028681,0.010809,-0.008682,0.999815,0.016559,-0.008923,-0.000284,0.983296,0.03023,-0.120896,0.132601
"Base",0,33,0.999776,0.016729,0.009764,0.00803,0.9994,-0.024434,0.01935,-0.01451,0.999136,0.039636,0.008689,-0.007986,0.999463,0.02956,0.010597,-0.008427,0.999814,0.016572,-0.008906,-0.000042,0.982846,0.03087,-0.122442,0.134358
