gesture,recording_id,timestep,imu0_w,imu0_x,imu0_y,imu0_z,imu1_w,imu1_x,imu1_y,imu1_z,imu2_w,imu2_x,imu2_y,imu2_z,imu3_w,imu3_x,imu3_y,imu3_z,imu4_w,imu4_x,imu4_y,imu4_z,imu5_w,imu5_x,imu5_y,imu5_z
"Gesture3",0,0,0.843172,0.200476,0.298473,-0.39972,0.955949,-0.057342,0.175858,0.227882,-0.725025,0.110742,0.450471,-0.509051,0.760803,-0.027484,-0.50009,0.412695,0.630103,-0.298165,-0.408659,0.589108,0.672378,0.129098,-0.587372,-0.43153
"Gesture3",0,1,0.842978,0.200942,0.298429,-0.399928,0.955902,-0.057826,0.176428,0.227518,-0.724838,0.110768,0.45061,-0.50919,0.76074,-0.027441,-0.50011,0.41279,0.630071,-0.298201,-0.408561,0.589192,0.6722,0.129164,-0.587731,-0.4313
"Gesture3",0,2,0.842783,0.201407,0.29838,-0.40014,0.955863,-0.058395,0.176873,0.227191,-0.72456,0.110802,0.450915,-0.509307,0.760583,-0.027256,-0.500242,0.412931,0.630035,-0.298072,-0.408531,0.589318,0.671903,0.129328,-0.588199,-0.431075
"Gesture3",0,3,0.84264,0.201643,0.298377,-0.400326,0.955835,-0.058921,0.177107,0.226989,-0.724141,0.110605,0.451503,-0.509426,0.760345,-0.026729,-0.500503,0.413087,0.629973,-0.297521,-0.40875,0.58951,0.671515,0.129726,-0.588664,-0.430926
"Gesture3",0,4,0.842521,0.201759,0.2984,-0.400501,0.955815,-0.059521,0.17719,0.22685,-0.723682,0.110272,0.452115,-0.509607,0.76005,-0.026031,-0.500797,0.413319,0.629848,-0.296825,-0.409054,0.589783,0.671102,0.130266,-0.589153,-0.430739
"Gesture3",0,5,0.842405,0.201851,0.298502,-0.400623,0.955822,-0.060189,0.177215,0.226629,-0.723246,0.109959,0.452648,-0.509821,0.759731,-0.025357,-0.501085,0.413598,0.629633,-0.296228,-0.409372,0.590092,0.670792,0.13086,-0.589624,-0.430396
"Gesture3",0,6,0.842257,0.202024,0.298751,-0.400661,0.955879,-0.060885,0.177254,0.226171,-0.722875,0.109835,0.45304,-0.510025,0.759507,-0.025052,-0.501226,0.413856,0.629323,-0.295989,-0.409614,0.590374,0.670575,0.131428,-0.590064,-0.429958
"Gesture3",0,7,0.84201,0.202369,0.299226,-0.400651,0.955994,-0.061601,0.177274,0.225471,-0.722484,0.110003,0.453417,-0.510208,0.75926,-0.025097,-0.501415,0.414079,0.628897,-0.296201,-0.409808,0.590587,0.670373,0.131991,-0.590568,-0.429407
"Gesture3",0,8,0.841707,0.202878,0.299864,-0.400553,0.956181,-0.062246,0.177323,0.224462,-0.722099,0.110451,0.453811,-0.510305,0.759021,-0.025396,-0.501625,0.414243,0.628421,-0.296773,-0.409944,0.590713,0.670121,0.132532,-0.59116,-0.428819
"Gesture3",0,9,0.841387,0.203424,0.300568,-0.400421,0.956399,-0.062911,0.177249,0.223403,-0.721594,0.111007,0.454472,-0.510311,0.758729,-0.025638,-0.501918,0.41441,0.627958,-0.297264,-0.410129,0.59083,0.669774,0.133155,-0.591823,-0.428254
