gesture,recording_id,timestep,imu0_w,imu0_x,imu0_y,imu0_z,imu1_w,imu1_x,imu1_y,imu1_z,imu2_w,imu2_x,imu2_y,imu2_z,imu3_w,imu3_x,imu3_y,imu3_z,imu4_w,imu4_x,imu4_y,imu4_z,imu5_w,imu5_x,imu5_y,imu5_z
"Gesture4",0,0,0.667155,0.437096,0.275015,-0.536852,0.985692,0.081534,0.112984,0.094766,0.768914,-0.351179,-0.071131,0.529498,0.215264,-0.62961,0.052983,0.7446,-0.430203,-0.468855,0.38726,0.667168,-0.503672,-0.61809,-0.184525,-0.574642
"Gesture4",0,1,0.667281,0.436351,0.273662,-0.537991,0.985418,0.080892,0.114321,0.096552,0.76779,-0.349621,-0.075467,0.531556,0.216607,-0.625737,0.053523,0.747431,-0.430011,-0.46717,0.387326,0.668434,-0.502441,-0.619783,-0.185067,-0.57372
"Gesture4",0,2,0.667294,0.435799,0.272647,-0.538937,0.985195,0.080314,0.115381,0.098041,0.766389,-0.347826,-0.081695,0.533829,0.217727,-0.621576,0.053466,0.750575,-0.429087,-0.465113,0.387465,0.670379,-0.501858,-0.621702,-0.185267,-0.572087
"Gesture4",0,3,0.667261,0.435389,0.271992,-0.53964,0.98503,0.079905,0.116107,0.099159,0.764807,-0.346094,-0.089052,0.536042,0.218691,-0.617932,0.053258,0.753314,-0.427908,-0.463178,0.387763,0.672297,-0.501252,-0.623767,-0.185049,-0.57044
"Gesture4",0,4,0.667147,0.43524,0.271539,-0.54013,0.984952,0.079616,0.116581,0.09961,0.762859,-0.344351,-0.097493,0.538468,0.220115,-0.614561,0.053426,0.75564,-0.426352,-0.461609,0.388557,0.673904,-0.500527,-0.625706,-0.184507,-0.569126
"Gesture4",0,5,0.666966,0.435482,0.271221,-0.540317,0.984932,0.079582,0.116806,0.099577,0.760746,-0.341134,-0.103666,0.542337,0.221636,-0.610865,0.053705,0.758169,-0.424216,-0.460207,0.389981,0.675387,-0.499609,-0.627555,-0.18436,-0.567943
"Gesture4",0,6,0.666723,0.436139,0.271026,-0.540185,0.984926,0.079881,0.117009,0.099158,0.75838,-0.337089,-0.109101,0.547093,0.223611,-0.607136,0.054101,0.760553,-0.421446,-0.459088,0.392229,0.676581,-0.499069,-0.629472,-0.184315,-0.566309
"Gesture4",0,7,0.66642,0.437213,0.271155,-0.539625,0.985002,0.08062,0.116604,0.098276,0.756,-0.333409,-0.114927,0.551432,0.226986,-0.602338,0.05434,0.763345,-0.416996,-0.458281,0.396016,0.677677,-0.499468,-0.631397,-0.184279,-0.563821
"Gesture4",0,8,0.665947,0.438899,0.271549,-0.538641,0.985237,0.081596,0.115102,0.096872,0.752413,-0.329445,-0.120769,0.557439,0.230983,-0.597439,0.054359,0.765991,-0.411326,-0.457527,0.400795,0.678842,-0.501218,-0.633289,-0.18436,-0.560107
"Gesture4",0,9,0.665391,0.4409,0.272037,-0.537447,0.985617,0.082666,0.112718,0.094888,0.748678,-0.325588,-0.126709,0.563384,0.235612,-0.59269,0.054369,0.768266,-0.404775,-0.456949,0.406002,0.680074,-0.504006,-0.635269,-0.184281,-0.555369
